,fips,lot_size,square_feet,bedroom_count,bathroom_count,tax_amount,tax_value,county,tax_rate
5966,6059.0,2998.0,2272.0,5.0,3.0,7723.32,594539.0,orange_county,1.3
5967,6059.0,10800.0,2860.0,4.0,3.0,6499.06,535012.0,orange_county,1.21
5968,6037.0,5754.0,2130.0,5.0,3.0,6616.5,502548.0,los_angeles_county,1.32
5969,6037.0,5055.0,1715.0,4.0,3.0,2896.99,194580.0,los_angeles_county,1.49
5970,6037.0,5100.0,883.0,2.0,2.0,319.99,21071.0,los_angeles_county,1.52
5971,6059.0,12000.0,1828.0,4.0,2.0,7972.48,711000.0,orange_county,1.12
5972,6059.0,4752.0,1540.0,4.0,2.0,2484.68,90662.0,orange_county,2.74
5973,6037.0,5334.0,2124.0,4.0,3.0,5010.24,384643.0,los_angeles_county,1.3
5974,6037.0,5113.0,1752.0,4.0,3.0,6406.34,472090.0,los_angeles_county,1.36
5975,6037.0,23417.0,3046.0,4.0,3.0,9331.08,782039.0,los_angeles_county,1.19
5976,6037.0,4288.0,1149.0,2.0,1.0,5595.04,469391.0,los_angeles_county,1.19
5977,6037.0,6533.0,2200.0,4.0,3.0,4871.01,324153.0,los_angeles_county,1.5
5978,6111.0,11187.0,2935.0,5.0,2.0,14323.16,1352821.0,ventura_county,1.06
5979,6037.0,5961.0,1128.0,2.0,1.0,845.79,43854.0,los_angeles_county,1.93
5980,6059.0,18975.0,2476.0,4.0,2.0,2084.76,156517.0,orange_county,1.33
5981,6037.0,3945.0,960.0,3.0,1.0,919.65,33498.0,los_angeles_county,2.75
5982,6037.0,5000.0,1224.0,2.0,1.0,11019.1,840000.0,los_angeles_county,1.31
5983,6037.0,9552.0,2145.0,3.0,2.0,3350.46,127320.0,los_angeles_county,2.63
5984,6037.0,6425.0,2489.0,4.0,2.0,2484.82,191117.0,los_angeles_county,1.3
5985,6037.0,8994.0,1257.0,2.0,1.0,5629.24,448000.0,los_angeles_county,1.26
5986,6037.0,6431.0,1551.0,4.0,2.0,7586.51,638001.0,los_angeles_county,1.19
5987,6059.0,6750.0,1267.0,3.0,2.0,993.18,65176.0,orange_county,1.52
5988,6059.0,6460.0,1099.0,3.0,1.5,2029.72,205730.0,orange_county,0.99
5989,6059.0,4940.0,2200.0,4.0,2.0,5904.92,578266.0,orange_county,1.02
5990,6037.0,8233.0,1355.0,3.0,1.0,3531.26,236885.0,los_angeles_county,1.49
5991,6037.0,16993.0,2051.0,3.0,3.0,5770.85,463069.0,los_angeles_county,1.25
5992,6059.0,9520.0,2042.0,4.0,3.0,8462.14,727006.0,orange_county,1.16
5993,6059.0,4950.0,1801.0,3.0,2.5,3764.58,311209.0,orange_county,1.21
5994,6111.0,91476.0,2961.0,4.0,2.5,12008.72,1078000.0,ventura_county,1.11
5995,6037.0,4010.0,660.0,2.0,1.0,4142.83,329000.0,los_angeles_county,1.26
5996,6037.0,8678.0,1498.0,3.0,2.0,4916.09,388324.0,los_angeles_county,1.27
5997,6037.0,7278.0,1861.0,3.0,3.0,3460.66,143010.0,los_angeles_county,2.42
5998,6037.0,4657.0,1582.0,3.0,2.0,1087.45,79891.0,los_angeles_county,1.36
5999,6037.0,5882.0,1358.0,3.0,2.0,1321.25,68088.0,los_angeles_county,1.94
6000,6037.0,5861.0,1661.0,4.0,2.0,5111.36,393501.0,los_angeles_county,1.3
6001,6037.0,8451.0,1805.0,3.0,2.0,1109.9,72443.0,los_angeles_county,1.53
6002,6111.0,8094.0,929.0,3.0,1.0,3683.76,340000.0,ventura_county,1.08
6003,6059.0,7000.0,1625.0,3.0,2.0,6942.02,587829.0,orange_county,1.18
6004,6037.0,6324.0,1437.0,4.0,2.0,3620.95,291791.0,los_angeles_county,1.24
6005,6037.0,7522.0,2081.0,4.0,3.0,3183.44,178029.0,los_angeles_county,1.79
6006,6059.0,4500.0,2180.0,4.0,2.5,4128.34,405847.0,orange_county,1.02
6007,6037.0,638766.0,3998.0,2.0,4.0,69606.04,5740519.0,los_angeles_county,1.21
6008,6037.0,8521.0,1347.0,2.0,2.0,2581.64,201415.0,los_angeles_county,1.28
6009,6037.0,18407.0,4106.0,5.0,5.0,9091.65,767480.0,los_angeles_county,1.18
6010,6059.0,7365.0,1355.0,4.0,1.5,4374.94,367034.0,orange_county,1.19
6011,6059.0,8220.0,1448.0,4.0,2.0,1774.38,131156.0,orange_county,1.35
6012,6037.0,5093.0,617.0,1.0,1.0,2285.5,190430.0,los_angeles_county,1.2
6013,6037.0,6272.0,1337.0,3.0,2.0,7747.65,707000.0,los_angeles_county,1.1
6014,6059.0,7758.0,1237.0,3.0,2.0,3529.44,56368.0,orange_county,6.26
6015,6037.0,6384.0,1534.0,2.0,2.0,17682.76,1468000.0,los_angeles_county,1.2
6016,6059.0,7680.0,2290.0,4.0,3.0,3948.38,388380.0,orange_county,1.02
6017,6037.0,7031.0,1221.0,2.0,1.0,2228.19,182078.0,los_angeles_county,1.22
6018,6037.0,6000.0,1491.0,3.0,2.0,2389.05,183904.0,los_angeles_county,1.3
6019,6037.0,211211.0,4691.0,5.0,4.0,12409.33,1062653.0,los_angeles_county,1.17
6020,6037.0,16688.0,1646.0,4.0,3.0,6746.89,546121.0,los_angeles_county,1.24
6021,6037.0,6849.0,1867.0,4.0,3.0,3605.77,287663.0,los_angeles_county,1.25
6022,6037.0,6251.0,1088.0,2.0,1.0,801.72,56489.0,los_angeles_county,1.42
6023,6059.0,6490.0,1186.0,3.0,1.5,2402.84,183883.0,orange_county,1.31
6024,6037.0,11613.0,1040.0,3.0,2.0,4074.08,319430.0,los_angeles_county,1.28
6025,6037.0,5649.0,846.0,2.0,1.0,2069.91,171198.0,los_angeles_county,1.21
6026,6037.0,24056.0,1694.0,2.0,2.0,2146.47,128774.0,los_angeles_county,1.67
6027,6059.0,3781.0,1930.0,4.0,2.5,7637.4,505408.0,orange_county,1.51
6028,6037.0,85804.0,2336.0,4.0,3.0,6893.38,490680.0,los_angeles_county,1.4
6029,6037.0,4977.0,1338.0,2.0,1.0,9757.88,814837.0,los_angeles_county,1.2
6030,6037.0,9672.0,1359.0,4.0,2.0,1745.71,129164.0,los_angeles_county,1.35
6031,6037.0,6011.0,1259.0,3.0,2.0,2010.66,103583.0,los_angeles_county,1.94
6032,6059.0,11100.0,1770.0,4.0,2.0,4841.64,435025.0,orange_county,1.11
6033,6059.0,7665.0,1876.0,3.0,2.0,9311.8,832061.0,orange_county,1.12
6034,6059.0,6874.0,1196.0,3.0,2.0,937.04,57217.0,orange_county,1.64
6035,6037.0,7212.0,1400.0,3.0,2.0,1145.06,66841.0,los_angeles_county,1.71
6036,6037.0,14450.0,1530.0,3.0,1.0,1033.53,52235.0,los_angeles_county,1.98
6037,6111.0,14714.0,3611.0,4.0,4.5,9693.14,872168.0,ventura_county,1.11
6038,6037.0,5919.0,1096.0,3.0,1.0,4436.25,367000.0,los_angeles_county,1.21
6039,6037.0,11091.0,2818.0,6.0,3.0,4527.22,299036.0,los_angeles_county,1.51
6040,6037.0,77883.0,8610.0,5.0,7.0,67408.59,6154034.0,los_angeles_county,1.1
6041,6059.0,5900.0,1545.0,4.0,2.0,7908.5,695000.0,orange_county,1.14
6042,6111.0,4236.0,1830.0,3.0,2.0,848.12,74029.0,ventura_county,1.15
6043,6037.0,5107.0,1241.0,3.0,2.0,3049.72,249269.0,los_angeles_county,1.22
6044,6037.0,86510.0,5098.0,5.0,5.0,15622.99,1285358.0,los_angeles_county,1.22
6045,6059.0,6268.0,1969.0,4.0,2.0,1010.02,61267.0,orange_county,1.65
6046,6037.0,4204.0,1844.0,4.0,3.0,15102.87,1359777.0,los_angeles_county,1.11
6047,6037.0,10891.0,1481.0,3.0,2.0,24575.74,2040652.0,los_angeles_county,1.2
6048,6037.0,6248.0,3337.0,4.0,5.0,11872.05,979715.0,los_angeles_county,1.21
6049,6037.0,5204.0,2356.0,3.0,3.0,4605.82,397281.0,los_angeles_county,1.16
6050,6037.0,5001.0,2153.0,4.0,3.0,1820.65,140644.0,los_angeles_county,1.29
6051,6037.0,8708.0,1362.0,3.0,2.0,1451.21,98523.0,los_angeles_county,1.47
6052,6037.0,7555.0,2322.0,4.0,3.0,12852.48,1058894.0,los_angeles_county,1.21
6053,6037.0,9296.0,3555.0,4.0,5.0,3912.91,300145.0,los_angeles_county,1.3
6054,6037.0,18070.0,2700.0,4.0,3.0,21324.34,1760407.0,los_angeles_county,1.21
6055,6059.0,8100.0,1851.0,3.0,2.5,6942.24,644944.0,orange_county,1.08
6056,6037.0,8294.0,2262.0,3.0,2.0,9621.58,824240.0,los_angeles_county,1.17
6057,6037.0,2633.0,996.0,2.0,1.0,3504.1,239339.0,los_angeles_county,1.46
6058,6059.0,18637.0,1804.0,3.0,2.5,8604.04,735000.0,orange_county,1.17
6059,6037.0,10634.0,1774.0,3.0,2.0,11004.24,905025.0,los_angeles_county,1.22
6060,6037.0,20566.0,4232.0,4.0,6.0,48081.08,4252598.0,los_angeles_county,1.13
6061,6037.0,3992.0,1264.0,2.0,2.0,5596.17,464663.0,los_angeles_county,1.2
6062,6059.0,6000.0,1738.0,4.0,2.0,7507.82,298124.0,orange_county,2.52
6063,6111.0,14183.0,2247.0,4.0,3.0,8019.34,753000.0,ventura_county,1.06
6064,6037.0,10508.0,1919.0,4.0,2.0,5219.87,286663.0,los_angeles_county,1.82
6065,6059.0,1320.0,1560.0,4.0,2.5,4150.26,354054.0,orange_county,1.17
6066,6037.0,9506.0,1399.0,3.0,2.0,710.61,52341.0,los_angeles_county,1.36
6067,6059.0,6000.0,2099.0,4.0,2.0,3710.96,275398.0,orange_county,1.35
6068,6037.0,7128.0,3110.0,5.0,4.0,34668.22,3146943.0,los_angeles_county,1.1
6069,6059.0,35750.0,4686.0,5.0,4.5,18653.56,1804807.0,orange_county,1.03
6070,6037.0,7438.0,954.0,2.0,1.0,5814.62,453470.0,los_angeles_county,1.28
6071,6037.0,9453.0,1696.0,3.0,2.0,8667.86,741812.0,los_angeles_county,1.17
6072,6059.0,8400.0,3069.0,4.0,3.0,7258.32,690989.0,orange_county,1.05
6073,6059.0,7200.0,1022.0,3.0,1.5,5405.16,474000.0,orange_county,1.14
6074,6059.0,4550.0,1379.0,3.0,2.5,5384.88,487736.0,orange_county,1.1
6075,6037.0,3493.0,2032.0,4.0,3.0,6567.77,492295.0,los_angeles_county,1.33
6076,6059.0,10400.0,1781.0,3.0,2.5,1038.92,70001.0,orange_county,1.48
6077,6037.0,3255.0,713.0,2.0,1.0,2207.64,161253.0,los_angeles_county,1.37
6078,6037.0,6216.0,1290.0,2.0,1.0,5646.2,408345.0,los_angeles_county,1.38
6079,6059.0,6300.0,2647.0,3.0,3.0,7869.82,775855.0,orange_county,1.01
6080,6037.0,6722.0,2306.0,4.0,2.0,3283.11,215000.0,los_angeles_county,1.53
6081,6059.0,8800.0,3075.0,4.0,2.5,9574.16,951279.0,orange_county,1.01
6082,6037.0,6557.0,984.0,2.0,1.0,866.1,37641.0,los_angeles_county,2.3
6083,6037.0,39593.0,4263.0,6.0,5.0,20364.74,1588854.0,los_angeles_county,1.28
6084,6037.0,9786.0,2085.0,4.0,3.0,1686.51,120885.0,los_angeles_county,1.4
6085,6037.0,11999.0,3782.0,4.0,5.0,10529.28,950932.0,los_angeles_county,1.11
6086,6037.0,7409.0,1484.0,4.0,2.0,3347.57,269751.0,los_angeles_county,1.24
6087,6059.0,5700.0,1723.0,3.0,2.0,17708.96,1461052.0,orange_county,1.21
6088,6037.0,5618.0,1116.0,3.0,2.0,6631.85,541000.0,los_angeles_county,1.23
6089,6037.0,39804.0,2577.0,3.0,3.0,10419.41,832504.0,los_angeles_county,1.25
6090,6037.0,12814.0,1996.0,2.0,3.0,1617.76,140512.0,los_angeles_county,1.15
6091,6059.0,2580.0,1312.0,3.0,2.0,4751.92,409036.0,orange_county,1.16
6092,6037.0,5115.0,756.0,2.0,1.0,4059.81,314000.0,los_angeles_county,1.29
6093,6037.0,5286.0,1096.0,3.0,1.0,5218.88,445000.0,los_angeles_county,1.17
6094,6037.0,5379.0,5584.0,4.0,5.0,9073.02,729715.0,los_angeles_county,1.24
6095,6037.0,5577.0,850.0,1.0,2.0,1395.58,108972.0,los_angeles_county,1.28
6096,6037.0,8158.0,1479.0,4.0,2.0,1110.25,80520.0,los_angeles_county,1.38
6097,6037.0,8202.0,1917.0,3.0,2.0,5743.66,460810.0,los_angeles_county,1.25
6098,6037.0,6976.0,1483.0,3.0,2.0,2954.94,236046.0,los_angeles_county,1.25
6099,6111.0,13600.0,2359.0,4.0,3.0,3240.96,289582.0,ventura_county,1.12
6100,6059.0,17520.0,2130.0,4.0,3.0,1534.08,115002.0,orange_county,1.33
6101,6037.0,14781.0,4969.0,5.0,5.0,58634.77,555319.0,los_angeles_county,10.56
6102,6037.0,5541.0,840.0,2.0,1.0,573.66,45731.0,los_angeles_county,1.25
6103,6037.0,5443.0,1054.0,3.0,1.0,4807.74,372000.0,los_angeles_county,1.29
6104,6059.0,7850.0,3511.0,3.0,3.0,1665.32,169570.0,orange_county,0.98
6105,6037.0,7594.0,740.0,2.0,1.0,772.1,27699.0,los_angeles_county,2.79
6106,6111.0,10783.0,2070.0,4.0,2.5,3148.08,257606.0,ventura_county,1.22
6107,6037.0,6050.0,1759.0,4.0,2.0,9578.61,792603.0,los_angeles_county,1.21
6108,6037.0,13749.0,2260.0,5.0,4.0,1532.36,109724.0,los_angeles_county,1.4
6109,6037.0,6468.0,1807.0,4.0,3.0,2629.14,154389.0,los_angeles_county,1.7
6110,6037.0,6249.0,1184.0,3.0,1.0,6047.34,503247.0,los_angeles_county,1.2
6111,6059.0,932.0,1343.0,3.0,1.5,1514.16,120058.0,orange_county,1.26
6112,6037.0,5939.0,1138.0,3.0,2.0,5166.48,440618.0,los_angeles_county,1.17
6113,6037.0,7290.0,1338.0,3.0,1.0,5037.08,417192.0,los_angeles_county,1.21
6114,6037.0,6596.0,1233.0,3.0,2.0,2997.03,173718.0,los_angeles_county,1.73
6115,6059.0,43560.0,4672.0,5.0,4.5,26063.88,2486000.0,orange_county,1.05
6116,6037.0,6800.0,808.0,2.0,1.0,5968.67,487015.0,los_angeles_county,1.23
6117,6037.0,5784.0,2121.0,4.0,2.0,2019.38,124910.0,los_angeles_county,1.62
6118,6037.0,6795.0,1942.0,4.0,3.0,3855.29,280810.0,los_angeles_county,1.37
6119,6037.0,7275.0,1115.0,2.0,1.0,1734.21,133858.0,los_angeles_county,1.3
6120,6037.0,3999.0,1971.0,3.0,3.0,6542.29,539000.0,los_angeles_county,1.21
6121,6037.0,6381.0,1312.0,3.0,1.0,4741.61,388218.0,los_angeles_county,1.22
6122,6037.0,5007.0,876.0,2.0,1.0,4080.92,333300.0,los_angeles_county,1.22
6123,6059.0,27840.0,2580.0,4.0,2.5,15223.36,1475636.0,orange_county,1.03
6124,6059.0,3034.0,1642.0,3.0,3.0,4697.68,453608.0,orange_county,1.04
6125,6037.0,5100.0,1082.0,3.0,1.0,3153.8,244060.0,los_angeles_county,1.29
6126,6059.0,7208.0,3500.0,4.0,3.0,5798.92,480158.0,orange_county,1.21
6127,6037.0,4916.0,845.0,2.0,1.0,3096.19,250789.0,los_angeles_county,1.23
6128,6059.0,4750.0,2093.0,5.0,3.0,1803.34,130724.0,orange_county,1.38
6129,6037.0,5558.0,1587.0,3.0,2.0,1792.27,99911.0,los_angeles_county,1.79
6130,6037.0,4999.0,1036.0,3.0,1.0,2715.83,220297.0,los_angeles_county,1.23
6131,6037.0,6471.0,1323.0,3.0,2.0,5659.57,456862.0,los_angeles_county,1.24
6132,6037.0,9126.0,2097.0,2.0,2.0,1496.29,84856.0,los_angeles_county,1.76
6133,6037.0,11130.0,1500.0,3.0,2.0,1448.98,96667.0,los_angeles_county,1.5
6134,6037.0,12285.0,2614.0,4.0,3.0,8242.47,598299.0,los_angeles_county,1.38
6135,6059.0,4000.0,1237.0,2.0,2.0,4753.68,456663.0,orange_county,1.04
6136,6111.0,5151.0,1872.0,5.0,3.0,1027.3,90206.0,ventura_county,1.14
6137,6037.0,6060.0,982.0,3.0,2.0,4795.69,366100.0,los_angeles_county,1.31
6138,6037.0,9592.0,1277.0,3.0,2.0,4952.38,409851.0,los_angeles_county,1.21
6139,6037.0,6583.0,1080.0,3.0,2.0,3954.15,286796.0,los_angeles_county,1.38
6140,6037.0,7616.0,1167.0,3.0,2.0,9558.63,790000.0,los_angeles_county,1.21
6141,6037.0,6742.0,922.0,2.0,1.0,2558.24,197417.0,los_angeles_county,1.3
6142,6111.0,4747.0,528.0,1.0,1.0,2646.22,243347.0,ventura_county,1.09
6143,6037.0,7141.0,1372.0,3.0,2.0,9027.93,752000.0,los_angeles_county,1.2
6144,6059.0,5880.0,1752.0,2.0,3.0,22802.5,2056054.0,orange_county,1.11
6145,6037.0,3554.0,1098.0,2.0,2.0,2206.24,183284.0,los_angeles_county,1.2
6146,6037.0,5103.0,956.0,2.0,1.0,6421.96,236883.0,los_angeles_county,2.71
6147,6037.0,5400.0,792.0,2.0,1.0,3199.63,255800.0,los_angeles_county,1.25
6148,6037.0,6000.0,920.0,2.0,1.0,3174.08,252211.0,los_angeles_county,1.26
6149,6037.0,6758.0,1925.0,3.0,2.0,3740.36,302249.0,los_angeles_county,1.24
6150,6037.0,5185.0,1160.0,2.0,2.0,3961.75,305480.0,los_angeles_county,1.3
6151,6037.0,5620.0,1134.0,3.0,1.0,1013.89,56283.0,los_angeles_county,1.8
6152,6111.0,6000.0,3100.0,3.0,3.5,20123.5,1114087.0,ventura_county,1.81
6153,6037.0,3364.0,1398.0,3.0,2.0,5813.38,338000.0,los_angeles_county,1.72
6154,6037.0,13174.0,3080.0,5.0,3.0,5350.52,362435.0,los_angeles_county,1.48
6155,6037.0,8061.0,1947.0,4.0,3.0,2905.84,184179.0,los_angeles_county,1.58
6156,6037.0,9624.0,2704.0,4.0,4.0,4070.01,264074.0,los_angeles_county,1.54
6157,6111.0,6000.0,1950.0,4.0,2.5,3706.0,326338.0,ventura_county,1.14
6158,6111.0,2296.0,697.0,2.0,1.0,3437.82,327744.0,ventura_county,1.05
6159,6037.0,6262.0,1079.0,3.0,2.0,2694.27,205625.0,los_angeles_county,1.31
6160,6037.0,9577.0,1578.0,3.0,2.0,4561.39,369125.0,los_angeles_county,1.24
6161,6059.0,7770.0,1340.0,4.0,2.0,1161.18,72903.0,orange_county,1.59
6162,6037.0,7656.0,1925.0,3.0,2.0,5903.72,441974.0,los_angeles_county,1.34
6163,6059.0,12000.0,1583.0,3.0,2.0,7968.28,707000.0,orange_county,1.13
6164,6037.0,6600.0,4152.0,5.0,6.0,30264.19,2509359.0,los_angeles_county,1.21
6165,6037.0,4939.0,2187.0,4.0,3.0,8328.95,735000.0,los_angeles_county,1.13
6166,6059.0,2500.0,1616.0,3.0,2.0,10047.0,909186.0,orange_county,1.11
6167,6059.0,7560.0,1681.0,3.0,2.0,3940.68,337694.0,orange_county,1.17
6168,6037.0,6113.0,1900.0,3.0,2.0,1870.95,132841.0,los_angeles_county,1.41
6169,6037.0,8724.0,1516.0,3.0,1.0,1093.02,39709.0,los_angeles_county,2.75
6170,6037.0,6555.0,1572.0,3.0,3.0,4402.29,349512.0,los_angeles_county,1.26
6171,6037.0,6370.0,756.0,2.0,1.0,565.12,33710.0,los_angeles_county,1.68
6172,6037.0,3999.0,2164.0,5.0,3.0,4051.99,307489.0,los_angeles_county,1.32
6173,6037.0,6256.0,3814.0,5.0,5.0,19880.53,1643584.0,los_angeles_county,1.21
6174,6111.0,17843.0,3732.0,5.0,3.5,11180.78,1007000.0,ventura_county,1.11
6175,6037.0,6625.0,1732.0,3.0,3.0,2933.2,171117.0,los_angeles_county,1.71
6176,6037.0,7199.0,1175.0,3.0,2.0,2762.29,226978.0,los_angeles_county,1.22
6177,6111.0,7450.0,1373.0,3.0,2.0,739.7,65145.0,ventura_county,1.14
6178,6037.0,8944.0,3932.0,4.0,4.0,25993.58,2157406.0,los_angeles_county,1.2
6179,6037.0,9722.0,3264.0,5.0,5.0,4543.75,299000.0,los_angeles_county,1.52
6180,6059.0,6000.0,2037.0,4.0,2.0,1528.92,78577.0,orange_county,1.95
6181,6037.0,2009.0,780.0,2.0,1.0,4975.58,410890.0,los_angeles_county,1.21
6182,6037.0,13500.0,2442.0,3.0,2.0,3668.3,159427.0,los_angeles_county,2.3
6183,6037.0,7117.0,1529.0,3.0,2.0,1885.16,91912.0,los_angeles_county,2.05
6184,6059.0,5040.0,2301.0,3.0,2.5,6542.46,644683.0,orange_county,1.01
6185,6059.0,3500.0,1502.0,3.0,2.0,4545.86,381717.0,orange_county,1.19
6186,6037.0,5285.0,1096.0,3.0,2.0,3209.71,248984.0,los_angeles_county,1.29
6187,6059.0,4600.0,3097.0,4.0,3.0,5162.48,515312.0,orange_county,1.0
6188,6037.0,4265.0,1045.0,3.0,1.0,494.07,18584.0,los_angeles_county,2.66
6189,6059.0,6985.0,2136.0,5.0,2.5,343.52,102508.0,orange_county,0.34
6190,6037.0,7988.0,1354.0,3.0,2.0,2477.2,133295.0,los_angeles_county,1.86
6191,6037.0,8372.0,2013.0,3.0,2.0,2128.36,158595.0,los_angeles_county,1.34
6192,6037.0,6041.0,1279.0,3.0,2.0,3419.5,275940.0,los_angeles_county,1.24
6193,6059.0,6000.0,1494.0,4.0,2.0,4073.46,250288.0,orange_county,1.63
6194,6037.0,6900.0,1227.0,3.0,2.0,2518.64,139751.0,los_angeles_county,1.8
6195,6111.0,11419.0,3153.0,4.0,2.5,9679.62,867000.0,ventura_county,1.12
6196,6037.0,11611.0,1778.0,3.0,2.0,3061.95,190814.0,los_angeles_county,1.6
6197,6059.0,6100.0,1815.0,5.0,3.0,5917.94,505835.0,orange_county,1.17
6198,6037.0,1070.0,1252.0,4.0,3.0,5554.06,344761.0,los_angeles_county,1.61
6199,6037.0,7698.0,1918.0,3.0,3.0,5358.39,485059.0,los_angeles_county,1.1
6200,6059.0,10270.0,2100.0,3.0,3.0,10570.62,945000.0,orange_county,1.12
6201,6111.0,8500.0,1612.0,4.0,2.0,4561.5,382499.0,ventura_county,1.19
6202,6037.0,5961.0,1222.0,3.0,2.0,2483.07,184555.0,los_angeles_county,1.35
6203,6037.0,6653.0,1438.0,3.0,2.0,2252.54,119436.0,los_angeles_county,1.89
6204,6037.0,6072.0,1216.0,3.0,2.0,1059.49,54265.0,los_angeles_county,1.95
6205,6059.0,22040.0,2498.0,4.0,3.0,4422.0,434987.0,orange_county,1.02
6206,6111.0,10330.0,2085.0,4.0,2.0,5676.44,434356.0,ventura_county,1.31
6207,6111.0,6637.0,988.0,3.0,1.5,4466.66,400000.0,ventura_county,1.12
6208,6111.0,6685.0,1200.0,3.0,2.0,5419.74,502000.0,ventura_county,1.08
6209,6037.0,37668.0,2560.0,4.0,3.0,10096.89,846600.0,los_angeles_county,1.19
6210,6037.0,6504.0,1058.0,3.0,1.0,7704.48,635546.0,los_angeles_county,1.21
6211,6059.0,6875.0,2728.0,4.0,3.0,9109.9,809000.0,orange_county,1.13
6212,6037.0,7206.0,2139.0,4.0,3.0,1322.15,60642.0,los_angeles_county,2.18
6213,6037.0,5241.0,912.0,2.0,1.0,1303.25,36031.0,los_angeles_county,3.62
6214,6037.0,7636.0,1132.0,3.0,2.0,7434.3,637000.0,los_angeles_county,1.17
6215,6059.0,12750.0,1533.0,2.0,2.0,4300.7,343548.0,orange_county,1.25
6216,6037.0,23260.0,2272.0,2.0,2.0,6423.43,567122.0,los_angeles_county,1.13
6217,6037.0,7255.0,1350.0,3.0,1.0,1031.63,62477.0,los_angeles_county,1.65
6218,6037.0,13484.0,2839.0,3.0,2.0,6531.06,531060.0,los_angeles_county,1.23
6219,6037.0,19888.0,1368.0,3.0,1.0,3082.24,247357.0,los_angeles_county,1.25
6220,6037.0,10058.0,1591.0,4.0,3.0,9864.14,897000.0,los_angeles_county,1.1
6221,6059.0,1863.0,896.0,2.0,1.0,3416.38,274415.0,orange_county,1.24
6222,6037.0,16630.0,2212.0,3.0,3.0,4521.73,378340.0,los_angeles_county,1.2
6223,6037.0,7566.0,2650.0,4.0,3.0,9646.34,793000.0,los_angeles_county,1.22
6224,6037.0,6688.0,1154.0,3.0,1.0,2341.34,163736.0,los_angeles_county,1.43
6225,6037.0,4799.0,800.0,2.0,1.0,3293.89,263965.0,los_angeles_county,1.25
6226,6059.0,7200.0,2169.0,4.0,3.5,2549.08,207362.0,orange_county,1.23
6227,6111.0,7917.0,1500.0,3.0,2.0,820.48,63357.0,ventura_county,1.3
6228,6037.0,38807.0,1100.0,3.0,2.0,1533.42,119940.0,los_angeles_county,1.28
6229,6037.0,5933.0,1644.0,3.0,2.0,4891.53,399083.0,los_angeles_county,1.23
6230,6037.0,5306.0,1283.0,3.0,2.0,5021.91,396000.0,los_angeles_county,1.27
6231,6111.0,5440.0,1800.0,4.0,3.0,5047.44,428023.0,ventura_county,1.18
6232,6037.0,17499.0,2331.0,3.0,3.0,6415.95,514983.0,los_angeles_county,1.25
6233,6037.0,3623.0,1763.0,4.0,2.0,1335.79,95743.0,los_angeles_county,1.4
6234,6059.0,6048.0,1003.0,3.0,1.0,5396.22,466000.0,orange_county,1.16
6235,6111.0,7095.0,1160.0,3.0,2.0,4597.6,393500.0,ventura_county,1.17
6236,6037.0,7032.0,1941.0,4.0,2.0,4301.21,265000.0,los_angeles_county,1.62
6237,6037.0,7239.0,1663.0,3.0,3.0,3618.15,226000.0,los_angeles_county,1.6
6238,6037.0,35334.0,6248.0,6.0,5.0,10758.89,903723.0,los_angeles_county,1.19
6239,6037.0,11705.0,3600.0,5.0,4.0,4120.49,344419.0,los_angeles_county,1.2
6240,6037.0,6510.0,1236.0,3.0,1.0,4718.56,423666.0,los_angeles_county,1.11
6241,6111.0,10905.0,2247.0,4.0,2.5,5794.4,504510.0,ventura_county,1.15
6242,6037.0,5763.0,1245.0,3.0,2.0,3099.27,236264.0,los_angeles_county,1.31
6243,6037.0,6013.0,864.0,3.0,1.0,674.01,33291.0,los_angeles_county,2.02
6244,6037.0,6498.0,1120.0,2.0,1.0,788.63,62495.0,los_angeles_county,1.26
6245,6037.0,5743.0,1002.0,3.0,1.0,1948.66,155664.0,los_angeles_county,1.25
6246,6037.0,4370.0,720.0,2.0,1.0,2541.93,206900.0,los_angeles_county,1.23
6247,6037.0,5124.0,1408.0,4.0,2.0,3325.78,176937.0,los_angeles_county,1.88
6248,6037.0,3320.0,953.0,2.0,1.0,1689.82,133350.0,los_angeles_county,1.27
6249,6037.0,6207.0,1668.0,3.0,1.0,1225.43,54419.0,los_angeles_county,2.25
6250,6037.0,7961.0,1907.0,3.0,3.0,7521.32,650313.0,los_angeles_county,1.16
6251,6037.0,16730.0,1766.0,3.0,3.0,5878.16,472321.0,los_angeles_county,1.24
6252,6037.0,5323.0,1822.0,3.0,3.0,4753.79,344696.0,los_angeles_county,1.38
6253,6037.0,10629.0,2522.0,4.0,3.0,4759.15,365817.0,los_angeles_county,1.3
6254,6037.0,6796.0,1231.0,3.0,2.0,2304.48,188634.0,los_angeles_county,1.22
6255,6037.0,4679.0,1498.0,3.0,2.0,6794.56,554000.0,los_angeles_county,1.23
6256,6037.0,5724.0,1644.0,3.0,2.0,4132.81,299119.0,los_angeles_county,1.38
6257,6037.0,11063.0,2193.0,3.0,3.0,25204.86,2099901.0,los_angeles_county,1.2
6258,6037.0,6026.0,1415.0,2.0,1.0,2642.92,205719.0,los_angeles_county,1.28
6259,6059.0,6720.0,1716.0,3.0,2.0,4037.82,344583.0,orange_county,1.17
6260,6037.0,5099.0,1829.0,3.0,3.0,5474.71,294405.0,los_angeles_county,1.86
6261,6037.0,10994.0,2498.0,3.0,2.0,8841.23,758984.0,los_angeles_county,1.16
